No,Surname,Other Names,County Code,County Name,Constituency Code,Constituency Name,Ward Code,Ward Name,Party Code,Political Party Name,Abbrv,Gender
5219,LONGIT,RENSON CHELOL NGEYWA,24,WEST POKOT,129,KAPENGURIA,644,SIYOI,27,JUBILEE PARTY,JP,Male
5220,MAKET,PATRICK PKANAN,24,WEST POKOT,129,KAPENGURIA,644,SIYOI,54,CHAMA CHA MASHINANI,CCM,Male
5221,WEROKOPOREN,SAMUEL LEMALE,24,WEST POKOT,129,KAPENGURIA,644,SIYOI,33,KENYA AFRICAN NATIONAL UNION,KANU,Male
5222,ARIMONYANG,PAUL LOLEM,24,WEST POKOT,129,KAPENGURIA,645,ENDUGH,2,THE NATIONAL VISION PARTY,NVP,Male
5223,KASIMOTWO,PETER LOTOPOCH,24,WEST POKOT,129,KAPENGURIA,645,ENDUGH,49,FEDERAL PARTY OF KENYA,FPK,Male
5224,LOCHUPA,KAPTOLELIO MUSA,24,WEST POKOT,129,KAPENGURIA,645,ENDUGH,IND,INDEPENDENT,IND,Male
5225,LONYANGA,BENSON NGIROO,24,WEST POKOT,129,KAPENGURIA,645,ENDUGH,27,JUBILEE PARTY,JP,Male
5226,PKEMEI,EVANSON LOMADUNY,24,WEST POKOT,129,KAPENGURIA,645,ENDUGH,33,KENYA AFRICAN NATIONAL UNION,KANU,Male
5227,VICTOR,SIYWAT PLIMO,24,WEST POKOT,129,KAPENGURIA,645,ENDUGH,54,CHAMA CHA MASHINANI,CCM,Male
5228,KOMONGIRO,POGHEN MARTIN,24,WEST POKOT,129,KAPENGURIA,646,SOOK,27,JUBILEE PARTY,JP,Male
5229,LONGURIA,WILSON TAKARAMOI,24,WEST POKOT,129,KAPENGURIA,646,SOOK,33,KENYA AFRICAN NATIONAL UNION,KANU,Male
5230,MWETICH,JOB,24,WEST POKOT,129,KAPENGURIA,646,SOOK,21,ORANGE DEMOCRATIC MOVEMENT,ODM,Male
5231,LIMANYANG,ELIJAH PNOSHO,24,WEST POKOT,130,SIGOR,647,SEKERR,27,JUBILEE PARTY,JP,Male
5232,LOKTARI,WILSON,24,WEST POKOT,130,SIGOR,647,SEKERR,IND,INDEPENDENT,IND,Male
5233,LOKWEN,JACKSON L,24,WEST POKOT,130,SIGOR,647,SEKERR,IND,INDEPENDENT,IND,Male
5234,NGOLESIA,THOMAS,24,WEST POKOT,130,SIGOR,647,SEKERR,33,KENYA AFRICAN NATIONAL UNION,KANU,Male
5235,SABULMOI,JOSEPH,24,WEST POKOT,130,SIGOR,647,SEKERR,IND,INDEPENDENT,IND,Male
5236,TOPOLIA,MESHACK YARAN,24,WEST POKOT,130,SIGOR,647,SEKERR,54,CHAMA CHA MASHINANI,CCM,Male
5237,CHEKERUK,PKERKER WILSON,24,WEST POKOT,130,SIGOR,648,MASOOL,33,KENYA AFRICAN NATIONAL UNION,KANU,Male
5238,LOPORNA,PYATICH LONYANGATODO,24,WEST POKOT,130,SIGOR,648,MASOOL,27,JUBILEE PARTY,JP,Male
5239,TEPALUK,JAMES,24,WEST POKOT,130,SIGOR,648,MASOOL,IND,INDEPENDENT,IND,Male
5240,HELLEN,MADIO CHEROTICH,24,WEST POKOT,130,SIGOR,649,LOMUT,27,JUBILEE PARTY,JP,Female
5241,JACOB,TOUNG'OLE PKIYACH,24,WEST POKOT,130,SIGOR,649,LOMUT,33,KENYA AFRICAN NATIONAL UNION,KANU,Male
5242,MOILEM,BOAZ ROTICH,24,WEST POKOT,130,SIGOR,649,LOMUT,54,CHAMA CHA MASHINANI,CCM,Male
5243,DAVID,MOIBEN LONGARINYANG,24,WEST POKOT,130,SIGOR,650,WEIWEI,27,JUBILEE PARTY,JP,Male
5244,KAPELISIWA,DAVID PKEU,24,WEST POKOT,130,SIGOR,650,WEIWEI,33,KENYA AFRICAN NATIONAL UNION,KANU,Male
5245,AKASILE,EMMANUEL LOCHAUN,24,WEST POKOT,131,KACHELIBA,651,SUAM,33,KENYA AFRICAN NATIONAL UNION,KANU,Male
5246,KOMOLLE,ACHAULE ROBERT,24,WEST POKOT,131,KACHELIBA,651,SUAM,27,JUBILEE PARTY,JP,Male
5247,KORIKWANGAN,JACKSON,24,WEST POKOT,131,KACHELIBA,651,SUAM,IND,INDEPENDENT,IND,Male
5248,Lomanat,Moses Nakapel,24,WEST POKOT,131,KACHELIBA,651,SUAM,21,ORANGE DEMOCRATIC MOVEMENT,ODM,Male
5249,ZAKARIA,L LOCHAUN,24,WEST POKOT,131,KACHELIBA,651,SUAM,67,MAENDELEO CHAP CHAP PARTY,MCCP,Male
5250,LODOMO,HUSSEIN AMBALAL,24,WEST POKOT,131,KACHELIBA,652,KODICH,27,JUBILEE PARTY,JP,Male
5251,RIONONGOLE,PHILIP PALOR,24,WEST POKOT,131,KACHELIBA,652,KODICH,33,KENYA AFRICAN NATIONAL UNION,KANU,Male
5252,LOCHAUN,LONG'ARIKAYE SAMSON,24,WEST POKOT,131,KACHELIBA,653,KASEI,27,JUBILEE PARTY,JP,Male
5253,LOSIA,KROP FRANCIS,24,WEST POKOT,131,KACHELIBA,653,KASEI,15,PARTY FOR DEVELOPMENT AND REFORM,PDR,Male
5254,LOYELEL,DANIEL LOMONGIN,24,WEST POKOT,131,KACHELIBA,653,KASEI,33,KENYA AFRICAN NATIONAL UNION,KANU,Male
5255,YARAKONY,PAUL ESIKWAN,24,WEST POKOT,131,KACHELIBA,653,KASEI,21,ORANGE DEMOCRATIC MOVEMENT,ODM,Male
5256,KARUMET,JAMES APARENG,24,WEST POKOT,131,KACHELIBA,654,KAPCHOK,33,KENYA AFRICAN NATIONAL UNION,KANU,Male
5257,LOKOR,YERER PETER,24,WEST POKOT,131,KACHELIBA,654,KAPCHOK,27,JUBILEE PARTY,JP,Male
5258,LOMERINGURA,AUTOK,24,WEST POKOT,131,KACHELIBA,654,KAPCHOK,21,ORANGE DEMOCRATIC MOVEMENT,ODM,Male
5259,CHEMILIA,GODFREY LOSURON,24,WEST POKOT,131,KACHELIBA,655,KIWAWA,33,KENYA AFRICAN NATIONAL UNION,KANU,Male
5260,CHUMEL,JOSHUA,24,WEST POKOT,131,KACHELIBA,655,KIWAWA,27,JUBILEE PARTY,JP,Male
5261,YARAKWANG,JOSIAH KOMURKONY,24,WEST POKOT,131,KACHELIBA,655,KIWAWA,15,PARTY FOR DEVELOPMENT AND REFORM,PDR,Male
5262,ACHILA,LOKWAKOU,24,WEST POKOT,131,KACHELIBA,656,ALALE,27,JUBILEE PARTY,JP,Male
5263,GIRATUM,JOHN BOSCO,24,WEST POKOT,131,KACHELIBA,656,ALALE,15,PARTY FOR DEVELOPMENT AND REFORM,PDR,Male
5264,LWANGA,LOCHERO CHARLES,24,WEST POKOT,131,KACHELIBA,656,ALALE,33,KENYA AFRICAN NATIONAL UNION,KANU,Male
5265,JOHNSON,LOSILIAN KALO,24,WEST POKOT,132,POKOT SOUTH,657,CHEPARERIA,IND,INDEPENDENT,IND,Male
5266,KILEKWANG,JOSEPH,24,WEST POKOT,132,POKOT SOUTH,657,CHEPARERIA,2,THE NATIONAL VISION PARTY,NVP,Male
5267,LOKOMOL,PATRICK PATEY,24,WEST POKOT,132,POKOT SOUTH,657,CHEPARERIA,33,KENYA AFRICAN NATIONAL UNION,KANU,Male
5268,MARIACH,EMMANUEL LOUSOT,24,WEST POKOT,132,POKOT SOUTH,657,CHEPARERIA,54,CHAMA CHA MASHINANI,CCM,Male
5269,PETAA,MERPUS KELVIN,24,WEST POKOT,132,POKOT SOUTH,657,CHEPARERIA,21,ORANGE DEMOCRATIC MOVEMENT,ODM,Male
5270,YARAMUKET,LOPEYOI,24,WEST POKOT,132,POKOT SOUTH,657,CHEPARERIA,27,JUBILEE PARTY,JP,Male
5271,ANG'ELEI,SOLOMON,24,WEST POKOT,132,POKOT SOUTH,658,BATEI,27,JUBILEE PARTY,JP,Male
5272,RIONGORENG,ERICK MNANGAT,24,WEST POKOT,132,POKOT SOUTH,658,BATEI,33,KENYA AFRICAN NATIONAL UNION,KANU,Male
5273,SIAPONG,WILLIAM ROTICH,24,WEST POKOT,132,POKOT SOUTH,658,BATEI,67,MAENDELEO CHAP CHAP PARTY,MCCP,Male
5274,YARATUDO,MICHAEL LOKITE,24,WEST POKOT,132,POKOT SOUTH,658,BATEI,21,ORANGE DEMOCRATIC MOVEMENT,ODM,Male
5275,KAMARINYANG,BENJAMIN KIBET,24,WEST POKOT,132,POKOT SOUTH,659,LELAN,67,MAENDELEO CHAP CHAP PARTY,MCCP,Male
5276,KORWASIA,JAMES KAPELI,24,WEST POKOT,132,POKOT SOUTH,659,LELAN,27,JUBILEE PARTY,JP,Male
5277,PAUL,YAKAKII LOTUW,24,WEST POKOT,132,POKOT SOUTH,659,LELAN,54,CHAMA CHA MASHINANI,CCM,Male
5278,ROTICH,PATRICIA CHEPCHUMBA,24,WEST POKOT,132,POKOT SOUTH,659,LELAN,2,THE NATIONAL VISION PARTY,NVP,Female
5279,RUTO,DENNIS WILLIAM KAPCHOK,24,WEST POKOT,132,POKOT SOUTH,659,LELAN,33,KENYA AFRICAN NATIONAL UNION,KANU,Male
5280,TODOPUS,JOHNSON LOKATO,24,WEST POKOT,132,POKOT SOUTH,659,LELAN,IND,INDEPENDENT,IND,Male
5281,KORINYANG,SAMWEL TIMTIM,24,WEST POKOT,132,POKOT SOUTH,660,TAPACH,33,KENYA AFRICAN NATIONAL UNION,KANU,Male
5282,TULIAKIM,THOMAS CHELEKEN,24,WEST POKOT,132,POKOT SOUTH,660,TAPACH,27,JUBILEE PARTY,JP,Male
5283,LEMPARAS,CHRISTOPHER J,25,SAMBURU,133,SAMBURU WEST,661,LODOKEJEK,IND,INDEPENDENT,IND,Male
5284,LENDUDA,JOSEPH MUREIBIE,25,SAMBURU,133,SAMBURU WEST,661,LODOKEJEK,62,AMANI NATIONAL CONGRESS,ANC,Male
5285,LEPARSUKUTA,JEREMIAH,25,SAMBURU,133,SAMBURU WEST,661,LODOKEJEK,21,ORANGE DEMOCRATIC MOVEMENT,ODM,Male
5286,LESHOOMO,JERIAS,25,SAMBURU,133,SAMBURU WEST,661,LODOKEJEK,27,JUBILEE PARTY,JP,Male
5287,LESOROGOL,LERETIN,25,SAMBURU,133,SAMBURU WEST,661,LODOKEJEK,46,FRONTIER ALLIANCE PARTY,FAP,Male
5288,LETURUJU,DANIEL,25,SAMBURU,133,SAMBURU WEST,661,LODOKEJEK,33,KENYA AFRICAN NATIONAL UNION,KANU,Male
5289,LEKUKUU,EMMANUEL NGUNINI,25,SAMBURU,133,SAMBURU WEST,662,SUGUTA MARMAR,68,DEMOCRATIC CONGRESS,DC,Male
5290,LELERUK,KOILEKEN JAMES,25,SAMBURU,133,SAMBURU WEST,662,SUGUTA MARMAR,33,KENYA AFRICAN NATIONAL UNION,KANU,Male
5291,LEMUNA,JACKSON,25,SAMBURU,133,SAMBURU WEST,662,SUGUTA MARMAR,21,ORANGE DEMOCRATIC MOVEMENT,ODM,Male
5292,LENGAPIANI,BENJAMIN MARUATE,25,SAMBURU,133,SAMBURU WEST,662,SUGUTA MARMAR,62,AMANI NATIONAL CONGRESS,ANC,Male
5293,NAKINI,LESOIPA SHADRACK,25,SAMBURU,133,SAMBURU WEST,662,SUGUTA MARMAR,27,JUBILEE PARTY,JP,Male
5294,PAUL,LENGERDED ANISA,25,SAMBURU,133,SAMBURU WEST,662,SUGUTA MARMAR,14,PARTY OF NATIONAL UNITY,PNU,Male
5295,PURAIT,DAVID LENAKULA,25,SAMBURU,133,SAMBURU WEST,662,SUGUTA MARMAR,46,FRONTIER ALLIANCE PARTY,FAP,Male
5296,JAMES,MAPEL,25,SAMBURU,133,SAMBURU WEST,663,MARALAL,13,DEMOCRATIC PARTY OF KENYA,DP,Male
5297,KIRAGU,FRED KANYIRI,25,SAMBURU,133,SAMBURU WEST,663,MARALAL,68,DEMOCRATIC CONGRESS,DC,Male
5298,LEKALANTULA,EMILY SILIPAN,25,SAMBURU,133,SAMBURU WEST,663,MARALAL,21,ORANGE DEMOCRATIC MOVEMENT,ODM,Female
5299,LELENGUIYA,BRIAN SAYANGA,25,SAMBURU,133,SAMBURU WEST,663,MARALAL,14,PARTY OF NATIONAL UNITY,PNU,Male
5300,LEMARKAT,DANIEL LEYOLA,25,SAMBURU,133,SAMBURU WEST,663,MARALAL,27,JUBILEE PARTY,JP,Male
5301,LOIPOKOPEN Y,LMAMBION,25,SAMBURU,133,SAMBURU WEST,663,MARALAL,12,WIPER DEMOCRATIC MOVEMENT- KENYA,WDM-K,Male
5302,LOLDEPE,ELLY STEPHEN,25,SAMBURU,133,SAMBURU WEST,663,MARALAL,33,KENYA AFRICAN NATIONAL UNION,KANU,Male
5303,LOLOJU,JOSEPH LEKOREN,25,SAMBURU,133,SAMBURU WEST,663,MARALAL,46,FRONTIER ALLIANCE PARTY,FAP,Male
5304,MUCHERU,MARGERET WAMBUI,25,SAMBURU,133,SAMBURU WEST,663,MARALAL,67,MAENDELEO CHAP CHAP PARTY,MCCP,Female
5305,NGIEMAE,KENNEDY,25,SAMBURU,133,SAMBURU WEST,663,MARALAL,76,THIRDWAY ALLIANCE KENYA,TAK,Male
5306,LANYASUNYA,ADAMSON L,25,SAMBURU,133,SAMBURU WEST,664,LOOSUK,27,JUBILEE PARTY,JP,Male
5307,LEKUMOSELI,ELIJAH BASBAS,25,SAMBURU,133,SAMBURU WEST,664,LOOSUK,33,KENYA AFRICAN NATIONAL UNION,KANU,Male
5308,LENALALE,SAMSON,25,SAMBURU,133,SAMBURU WEST,664,LOOSUK,46,FRONTIER ALLIANCE PARTY,FAP,Male
5309,LENAMPARASIO,PHELIX CAUNDA,25,SAMBURU,133,SAMBURU WEST,664,LOOSUK,21,ORANGE DEMOCRATIC MOVEMENT,ODM,Male
5310,LESIAMITO,DUNCAN M SAIDIMU,25,SAMBURU,133,SAMBURU WEST,664,LOOSUK,12,WIPER DEMOCRATIC MOVEMENT- KENYA,WDM-K,Male
5311,LETUKEI,LAJIMAS FRANCIS,25,SAMBURU,133,SAMBURU WEST,664,LOOSUK,14,PARTY OF NATIONAL UNITY,PNU,Male
5312,LEERTE,ISABELA,25,SAMBURU,133,SAMBURU WEST,665,PORO,68,DEMOCRATIC CONGRESS,DC,Female
5313,LELEUR,JOSPHAT JUMANI,25,SAMBURU,133,SAMBURU WEST,665,PORO,IND,INDEPENDENT,IND,Male
5314,LEMETEKI,ANTONY,25,SAMBURU,133,SAMBURU WEST,665,PORO,46,FRONTIER ALLIANCE PARTY,FAP,Male
5315,LENAWASAE,KASSIANO DAVID,25,SAMBURU,133,SAMBURU WEST,665,PORO,67,MAENDELEO CHAP CHAP PARTY,MCCP,Male
5316,LENDOROP,ISAAC NICKY,25,SAMBURU,133,SAMBURU WEST,665,PORO,IND,INDEPENDENT,IND,Male
5317,LERIAMAN,JULIUS,25,SAMBURU,133,SAMBURU WEST,665,PORO,10,MAZINGIRA GREENS PARTY OF KENYA,MGPK,Male
5318,LESHIPAYO,JOSEPH KORIS,25,SAMBURU,133,SAMBURU WEST,665,PORO,33,KENYA AFRICAN NATIONAL UNION,KANU,Male
5319,LETIKTIK,LAZARO,25,SAMBURU,133,SAMBURU WEST,665,PORO,27,JUBILEE PARTY,JP,Male
5320,ECHWA,MOSES,25,SAMBURU,134,SAMBURU NORTH,666,EL-BARTA,14,PARTY OF NATIONAL UNITY,PNU,Male
5321,LEAKONO,ROMANOS ALLAN,25,SAMBURU,134,SAMBURU NORTH,666,EL-BARTA,54,CHAMA CHA MASHINANI,CCM,Male
5322,LELERUK,GABRIEL LPEREREN,25,SAMBURU,134,SAMBURU NORTH,666,EL-BARTA,68,DEMOCRATIC CONGRESS,DC,Male
5323,LEMPEI,PETER L,25,SAMBURU,134,SAMBURU NORTH,666,EL-BARTA,27,JUBILEE PARTY,JP,Male
5324,NAMUGELEM,EDAPAL DANIEL,25,SAMBURU,134,SAMBURU NORTH,666,EL-BARTA,33,KENYA AFRICAN NATIONAL UNION,KANU,Male
5325,ANDREW,LOKORIO LOMURIA,25,SAMBURU,134,SAMBURU NORTH,667,NACHOLA,14,PARTY OF NATIONAL UNITY,PNU,Male
5326,EDUNG,ERUPE JOSEPH,25,SAMBURU,134,SAMBURU NORTH,667,NACHOLA,33,KENYA AFRICAN NATIONAL UNION,KANU,Male
5327,EKIDOR,ERUPE L,25,SAMBURU,134,SAMBURU NORTH,667,NACHOLA,54,CHAMA CHA MASHINANI,CCM,Male
5328,GOGO,GABRIEL GEEM,25,SAMBURU,134,SAMBURU NORTH,667,NACHOLA,21,ORANGE DEMOCRATIC MOVEMENT,ODM,Male
5329,LETABONY,JOSEPH ACHUKA,25,SAMBURU,134,SAMBURU NORTH,667,NACHOLA,IND,INDEPENDENT,IND,Male
5330,LORUNYEI,LAWRENCE SEBASTIAN,25,SAMBURU,134,SAMBURU NORTH,667,NACHOLA,27,JUBILEE PARTY,JP,Male
5331,LOTOME,JACKSON MBUNDA,25,SAMBURU,134,SAMBURU NORTH,667,NACHOLA,59,ROOTS PARTY OF KENYA,RPK,Male
5332,LEKESIKE,THOMAS,25,SAMBURU,134,SAMBURU NORTH,668,NDOTO,46,FRONTIER ALLIANCE PARTY,FAP,Male
5333,LEKISAAT,JENIFFER,25,SAMBURU,134,SAMBURU NORTH,668,NDOTO,33,KENYA AFRICAN NATIONAL UNION,KANU,Female
5334,LETURA,RAISY AHAMED,25,SAMBURU,134,SAMBURU NORTH,668,NDOTO,27,JUBILEE PARTY,JP,Male
5335,LPARANIA,GABRIEL LEKIMAN,25,SAMBURU,134,SAMBURU NORTH,668,NDOTO,62,AMANI NATIONAL CONGRESS,ANC,Male
5336,BONIFACE,ERIPON LODUKAE,25,SAMBURU,134,SAMBURU NORTH,669,NYIRO,68,DEMOCRATIC CONGRESS,DC,Male
5337,EWOTON,EMURIA,25,SAMBURU,134,SAMBURU NORTH,669,NYIRO,62,AMANI NATIONAL CONGRESS,ANC,Male
5338,LEKORIO,GEORGE PARKOREN,25,SAMBURU,134,SAMBURU NORTH,669,NYIRO,12,WIPER DEMOCRATIC MOVEMENT- KENYA,WDM-K,Male
5339,LEMOOSA,MAURA LEKURAM,25,SAMBURU,134,SAMBURU NORTH,669,NYIRO,27,JUBILEE PARTY,JP,Male
5340,LENATANGE,LEPULELEI RAPHAEL,25,SAMBURU,134,SAMBURU NORTH,669,NYIRO,33,KENYA AFRICAN NATIONAL UNION,KANU,Male
5341,LTEI,ELIAT FREDRICK,25,SAMBURU,134,SAMBURU NORTH,669,NYIRO,54,CHAMA CHA MASHINANI,CCM,Male
5342,SOOPEN,LETUKE,25,SAMBURU,134,SAMBURU NORTH,669,NYIRO,21,ORANGE DEMOCRATIC MOVEMENT,ODM,Male
5343,LENASEIYAN,CYPRIAN,25,SAMBURU,134,SAMBURU NORTH,670,ANGATA NANYOKIE,21,ORANGE DEMOCRATIC MOVEMENT,ODM,Male
5344,LENGURO,PAUL LESIEUR,25,SAMBURU,134,SAMBURU NORTH,670,ANGATA NANYOKIE,14,PARTY OF NATIONAL UNITY,PNU,Male
5345,LENTIMALEI,SAMSON,25,SAMBURU,134,SAMBURU NORTH,670,ANGATA NANYOKIE,68,DEMOCRATIC CONGRESS,DC,Male
5346,LESHIMPIRO,KAIN,25,SAMBURU,134,SAMBURU NORTH,670,ANGATA NANYOKIE,27,JUBILEE PARTY,JP,Male
5347,LESHIMPIRO,PAUL HUSIMA,25,SAMBURU,134,SAMBURU NORTH,670,ANGATA NANYOKIE,IND,INDEPENDENT,IND,Male
5348,LOISIA,LETOLUAI,25,SAMBURU,134,SAMBURU NORTH,670,ANGATA NANYOKIE,33,KENYA AFRICAN NATIONAL UNION,KANU,Male
5349,LOLKILE,JOHN LEPIL,25,SAMBURU,134,SAMBURU NORTH,670,ANGATA NANYOKIE,46,FRONTIER ALLIANCE PARTY,FAP,Male
5350,LEKAASO,PATRICK,25,SAMBURU,134,SAMBURU NORTH,671,BAAWA,21,ORANGE DEMOCRATIC MOVEMENT,ODM,Male
5351,LERANTILEI,JEREMIAH L,25,SAMBURU,134,SAMBURU NORTH,671,BAAWA,14,PARTY OF NATIONAL UNITY,PNU,Male
5352,LOBUK,PIUS LEYARO,25,SAMBURU,134,SAMBURU NORTH,671,BAAWA,27,JUBILEE PARTY,JP,Male
5353,MPOPOYIO,NICHOLAS,25,SAMBURU,134,SAMBURU NORTH,671,BAAWA,33,KENYA AFRICAN NATIONAL UNION,KANU,Male
5354,FESTUS,CLETUYIA KURUAI SAMWEL,25,SAMBURU,135,SAMBURU EAST,672,WASO,IND,INDEPENDENT,IND,Male
5355,JOHN,LESIAMITO M,25,SAMBURU,135,SAMBURU EAST,672,WASO,IND,INDEPENDENT,IND,Male
5356,LEKILWAI,RAPHAEL,25,SAMBURU,135,SAMBURU EAST,672,WASO,IND,INDEPENDENT,IND,Male
5357,LEPARPORIT,JOHN LAUTI,25,SAMBURU,135,SAMBURU EAST,672,WASO,27,JUBILEE PARTY,JP,Male
5358,LEPARTOBIKO,MARY,25,SAMBURU,135,SAMBURU EAST,672,WASO,33,KENYA AFRICAN NATIONAL UNION,KANU,Female
5359,LOLOSOLI,FABIAN DAVID,25,SAMBURU,135,SAMBURU EAST,672,WASO,54,CHAMA CHA MASHINANI,CCM,Male
5360,LOLPUSIKE,MOSES LARAYA,25,SAMBURU,135,SAMBURU EAST,672,WASO,21,ORANGE DEMOCRATIC MOVEMENT,ODM,Male
5361,NGUCHU,IKALE MORESCHI,25,SAMBURU,135,SAMBURU EAST,672,WASO,67,MAENDELEO CHAP CHAP PARTY,MCCP,Male
5362,PAUL,EKUTAN WONYANG,25,SAMBURU,135,SAMBURU EAST,672,WASO,14,PARTY OF NATIONAL UNITY,PNU,Male
5363,BENJAMIN,LEITORE,25,SAMBURU,135,SAMBURU EAST,673,WAMBA WEST,68,DEMOCRATIC CONGRESS,DC,Male
5364,LALARARI,JONATHAN,25,SAMBURU,135,SAMBURU EAST,673,WAMBA WEST,12,WIPER DEMOCRATIC MOVEMENT- KENYA,WDM-K,Male
5365,LEMARTILE,FRANCIS LTRISEN,25,SAMBURU,135,SAMBURU EAST,673,WAMBA WEST,54,CHAMA CHA MASHINANI,CCM,Male
5366,LENDOROP,SYMON,25,SAMBURU,135,SAMBURU EAST,673,WAMBA WEST,33,KENYA AFRICAN NATIONAL UNION,KANU,Male
5367,LESIYALOI,RISTO ODESA,25,SAMBURU,135,SAMBURU EAST,673,WAMBA WEST,27,JUBILEE PARTY,JP,Male
5368,LEKWALE,LUCAS SIRIMAN,25,SAMBURU,135,SAMBURU EAST,674,WAMBA EAST,33,KENYA AFRICAN NATIONAL UNION,KANU,Male
5369,LELENKEJU,LAYAN JACKSON,25,SAMBURU,135,SAMBURU EAST,674,WAMBA EAST,27,JUBILEE PARTY,JP,Male
5370,LEMELITA,DICKSON,25,SAMBURU,135,SAMBURU EAST,674,WAMBA EAST,IND,INDEPENDENT,IND,Male
5371,LENAIMADO,SARAH,25,SAMBURU,135,SAMBURU EAST,674,WAMBA EAST,14,PARTY OF NATIONAL UNITY,PNU,Female
5372,LOLKAILEPI,JOB,25,SAMBURU,135,SAMBURU EAST,674,WAMBA EAST,54,CHAMA CHA MASHINANI,CCM,Male
5373,CHRISTOPHER,LENTUKUNYE,25,SAMBURU,135,SAMBURU EAST,675,WAMBA NORTH,27,JUBILEE PARTY,JP,Male
5374,LENAREU,AMBROSE LTAISAN,25,SAMBURU,135,SAMBURU EAST,675,WAMBA NORTH,33,KENYA AFRICAN NATIONAL UNION,KANU,Male
5375,LEZYOCONO,STEPHEN LELESENGEI,25,SAMBURU,135,SAMBURU EAST,675,WAMBA NORTH,21,ORANGE DEMOCRATIC MOVEMENT,ODM,Male
5376,AYODI,JOSEPH ODANGA,26,TRANS NZOIA,136,KWANZA,676,KAPOMBOI,IND,INDEPENDENT,IND,Male
5377,BWONGO,SHADRACK MAIKUMA,26,TRANS NZOIA,136,KWANZA,676,KAPOMBOI,IND,INDEPENDENT,IND,Male
5378,MANYONGE,CHARLES NYONGESA,26,TRANS NZOIA,136,KWANZA,676,KAPOMBOI,21,ORANGE DEMOCRATIC MOVEMENT,ODM,Male
5379,MLIPUKO,BEN WANJALA WANYONYI,26,TRANS NZOIA,136,KWANZA,676,KAPOMBOI,23,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,FORD-KENYA,Male
5380,NDAMWE,MAULID SALIM,26,TRANS NZOIA,136,KWANZA,676,KAPOMBOI,IND,INDEPENDENT,IND,Male
5381,SIAKILO,STANLEY BARASA,26,TRANS NZOIA,136,KWANZA,676,KAPOMBOI,62,AMANI NATIONAL CONGRESS,ANC,Male
5382,SIFUNA,JOHN MATALA,26,TRANS NZOIA,136,KWANZA,676,KAPOMBOI,44,PARTY OF DEMOCRATIC UNITY,PDU,Male
5383,TUWEI,MAGDALYNE CHEMTAI,26,TRANS NZOIA,136,KWANZA,676,KAPOMBOI,27,JUBILEE PARTY,JP,Female
5384,WANYONYI,GODRICKS KITUI,26,TRANS NZOIA,136,KWANZA,676,KAPOMBOI,IND,INDEPENDENT,IND,Male
5385,WEBUKHA,SIMON LIANI,26,TRANS NZOIA,136,KWANZA,676,KAPOMBOI,49,FEDERAL PARTY OF KENYA,FPK,Male
5386,AKOTO,HENRY MUGAMANJI,26,TRANS NZOIA,136,KWANZA,677,KWANZA,54,CHAMA CHA MASHINANI,CCM,Male
5387,BIKETI,GABRIEL WAFULA,26,TRANS NZOIA,136,KWANZA,677,KWANZA,21,ORANGE DEMOCRATIC MOVEMENT,ODM,Male
5388,CHESOLI,MOSES WELE,26,TRANS NZOIA,136,KWANZA,677,KWANZA,5,CHAMA MWANGAZA DAIMA,CMD,Male
5389,KARANI,JACOB IMWANA,26,TRANS NZOIA,136,KWANZA,677,KWANZA,44,PARTY OF DEMOCRATIC UNITY,PDU,Male
5390,KIPTUM,EMMANUEL TOROITICH,26,TRANS NZOIA,136,KWANZA,677,KWANZA,IND,INDEPENDENT,IND,Male
5391,KUNDU,GEOFFREY,26,TRANS NZOIA,136,KWANZA,677,KWANZA,IND,INDEPENDENT,IND,Male
5392,KWANUSU,FREDRICK WAFULA,26,TRANS NZOIA,136,KWANZA,677,KWANZA,IND,INDEPENDENT,IND,Male
5393,LIKOVELE,JOHN ICHENIHI,26,TRANS NZOIA,136,KWANZA,677,KWANZA,IND,INDEPENDENT,IND,Male
5394,LUBANO,SARAH NEKESA SIMIYU,26,TRANS NZOIA,136,KWANZA,677,KWANZA,IND,INDEPENDENT,IND,Female
5395,LUSWETI,JAMES BARASA,26,TRANS NZOIA,136,KWANZA,677,KWANZA,27,JUBILEE PARTY,JP,Male
5396,MENTA,PIUS KENANI,26,TRANS NZOIA,136,KWANZA,677,KWANZA,58,REPUBLICAN LIBERTY PARTY,RLP,Male
5397,MUCHIRI,SAMUEL MWANGI,26,TRANS NZOIA,136,KWANZA,677,KWANZA,IND,INDEPENDENT,IND,Male
5398,MULONGO,MUHILA SAMMY,26,TRANS NZOIA,136,KWANZA,677,KWANZA,IND,INDEPENDENT,IND,Male
5399,MUTAMBO,AGOSTINO OCHUNA,26,TRANS NZOIA,136,KWANZA,677,KWANZA,IND,INDEPENDENT,IND,Male
5400,MUTUTA,KELVIN WANGILA,26,TRANS NZOIA,136,KWANZA,677,KWANZA,67,MAENDELEO CHAP CHAP PARTY,MCCP,Male
5401,NYONGESA,PETER WEKESA,26,TRANS NZOIA,136,KWANZA,677,KWANZA,IND,INDEPENDENT,IND,Male
5402,SIMIYU,JOHN WAFULA,26,TRANS NZOIA,136,KWANZA,677,KWANZA,IND,INDEPENDENT,IND,Male
