No,Surname,Other Names,County Code,County Name,Constituency Code,Constituency Name,Party Code,Political Party Name,Abbrv
454,MUTHUKUMI,BEN MWONGELA,15,KITUI,71,KITUI RURAL,29,NATIONAL RAINBOW COALITION,NARC
455,NYAMAI,CHARLES MUTISYA,15,KITUI,71,KITUI RURAL,12,WIPER DEMOCRATIC MOVEMENT- KENYA,WDM-K
456,NZIOKA,JULIUS KAUNDA,15,KITUI,71,KITUI RURAL,50,MUUNGANO PARTY,MUUNGANO
457,WAMBUA,ROSEMARY,15,KITUI,71,KITUI RURAL,67,MAENDELEO CHAP CHAP PARTY,MCCP
458,BANDA,MOSES MWENDWA,15,KITUI,72,KITUI CENTRAL,27,JUBILEE PARTY,JP
459,DAUDI,PAUL KITONGA,15,KITUI,72,KITUI CENTRAL,29,NATIONAL RAINBOW COALITION,NARC
460,MBUVI,LEONARD KATUNGA,15,KITUI,72,KITUI CENTRAL,67,MAENDELEO CHAP CHAP PARTY,MCCP
461,MULU,BENSON MAKALI,15,KITUI,72,KITUI CENTRAL,12,WIPER DEMOCRATIC MOVEMENT- KENYA,WDM-K
462,MULWA,NICODEMUS KILONZO,15,KITUI,72,KITUI CENTRAL,23,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,FORD-KENYA
463,MUNYASYA,BERNARD MWENDWA,15,KITUI,72,KITUI CENTRAL,IND,INDEPENDENT,IND
464,MUSYOKA,HENRY MALONZA,15,KITUI,72,KITUI CENTRAL,IND,INDEPENDENT,IND
465,MWOVA,JAPHET MUSEE,15,KITUI,72,KITUI CENTRAL,50,MUUNGANO PARTY,MUUNGANO
466,WAMBUA,JAMES,15,KITUI,72,KITUI CENTRAL,IND,INDEPENDENT,IND
467,KITUTE,MILLITONIC MWENDWA KIMANZI,15,KITUI,73,KITUI EAST,29,NATIONAL RAINBOW COALITION,NARC
468,KYAVOA,JOSEPH,15,KITUI,73,KITUI EAST,23,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,FORD-KENYA
469,KYENZA,KITILI JAMES,15,KITUI,73,KITUI EAST,50,MUUNGANO PARTY,MUUNGANO
470,MAVUSYU,MULAIMU,15,KITUI,73,KITUI EAST,51,NATIONAL PARTY OF KENYA,NPK
471,MBAI,NIMROD MBITHUKA,15,KITUI,73,KITUI EAST,27,JUBILEE PARTY,JP
472,MULUVI,MARCUS MUTUA,15,KITUI,73,KITUI EAST,12,WIPER DEMOCRATIC MOVEMENT- KENYA,WDM-K
473,KITINDIO,BERNARD MUSEMBI,15,KITUI,74,KITUI SOUTH,IND,INDEPENDENT,IND
474,MOKI,KENNEDY,15,KITUI,74,KITUI SOUTH,12,WIPER DEMOCRATIC MOVEMENT- KENYA,WDM-K
475,MULEI,JOHN MUNYALLO,15,KITUI,74,KITUI SOUTH,74,UKWELI PARTY,UP
476,MWANIKI,DAVID MBILO,15,KITUI,74,KITUI SOUTH,67,MAENDELEO CHAP CHAP PARTY,MCCP
477,NYAMAI,RACHAEL KAKI,15,KITUI,74,KITUI SOUTH,27,JUBILEE PARTY,JP
478,MATHUKI,JOSEPH MUSYOKI,16,MACHAKOS,75,MASINGA,66,PEOPLES TRUST PARTY,PTP
479,MBAI,BENSON ITWIKU,16,MACHAKOS,75,MASINGA,27,JUBILEE PARTY,JP
480,MUSILA,PAUL MUOKI,16,MACHAKOS,75,MASINGA,67,MAENDELEO CHAP CHAP PARTY,MCCP
481,MWALYO,JOSHUA MBITHI,16,MACHAKOS,75,MASINGA,12,WIPER DEMOCRATIC MOVEMENT- KENYA,WDM-K
482,MWANGANGI,PETER KAVEVA,16,MACHAKOS,75,MASINGA,IND,INDEPENDENT,IND
483,MWANZA,LAWRENCE MAINGI,16,MACHAKOS,75,MASINGA,IND,INDEPENDENT,IND
484,BASIL,ROBERT NGUI,16,MACHAKOS,76,YATTA,50,MUUNGANO PARTY,MUUNGANO
485,KILONZO,CHARLES MUTAVI,16,MACHAKOS,76,YATTA,IND,INDEPENDENT,IND
486,KILONZO,FRANCIS MWANGANGI,16,MACHAKOS,76,YATTA,36,CHAMA CHA UZALENDO,CCU
487,KIMITI,HENRY MUSAU,16,MACHAKOS,76,YATTA,21,ORANGE DEMOCRATIC MOVEMENT,ODM
488,MUTIE,CHRISTOPHER MUTUA,16,MACHAKOS,76,YATTA,29,NATIONAL RAINBOW COALITION,NARC
489,MUTUA,JAMES MUTISO,16,MACHAKOS,76,YATTA,12,WIPER DEMOCRATIC MOVEMENT- KENYA,WDM-K
490,MUTUA,STEVE MUTUKU,16,MACHAKOS,76,YATTA,27,JUBILEE PARTY,JP
491,NAASON,TIMOTHY NGANGA,16,MACHAKOS,76,YATTA,67,MAENDELEO CHAP CHAP PARTY,MCCP
492,NGUI,MICHAEL KASIMBA,16,MACHAKOS,76,YATTA,65,DILIGENCE DEVELOPMENT ALLIANCE,DDA
493,MATIKU,TITUS NZEKI,16,MACHAKOS,77,KANGUNDO,67,MAENDELEO CHAP CHAP PARTY,MCCP
494,MAWEU,KYENGO KATATHA,16,MACHAKOS,77,KANGUNDO,12,WIPER DEMOCRATIC MOVEMENT- KENYA,WDM-K
495,MULI,FABIAN KYULE,16,MACHAKOS,77,KANGUNDO,50,MUUNGANO PARTY,MUUNGANO
496,MUTINDA,ANTHANAS NDOLO,16,MACHAKOS,77,KANGUNDO,IND,INDEPENDENT,IND
497,NZIOKA,ANCENT KITUKU,16,MACHAKOS,77,KANGUNDO,IND,INDEPENDENT,IND
498,SENGA,NATHANIEL MAUNDU,16,MACHAKOS,77,KANGUNDO,40,NEW DEMOCRATS,ND
499,WAMBUA,ROSE NDINDA,16,MACHAKOS,77,KANGUNDO,27,JUBILEE PARTY,JP
500,KILONZO,CHARLES KYALO,16,MACHAKOS,78,MATUNGULU,36,CHAMA CHA UZALENDO,CCU
501,MULE,STEPHEN MUTINDA,16,MACHAKOS,78,MATUNGULU,12,WIPER DEMOCRATIC MOVEMENT- KENYA,WDM-K
502,MUSAU,THOMAS MALINDA,16,MACHAKOS,78,MATUNGULU,27,JUBILEE PARTY,JP
503,MUSYIMI,RICHARD MUTINDA,16,MACHAKOS,78,MATUNGULU,IND,INDEPENDENT,IND
504,MUYA,PAUL MUOKI,16,MACHAKOS,78,MATUNGULU,7,PARTY OF INDEPENDENT CANDIDATES OF KENYA,PICK
505,NDAWA,MAGDALENE MUTHIKE,16,MACHAKOS,78,MATUNGULU,40,NEW DEMOCRATS,ND
506,NGINGA,DANIEL KIMOMO,16,MACHAKOS,78,MATUNGULU,67,MAENDELEO CHAP CHAP PARTY,MCCP
507,KATUU,JOSEPH MULWA,16,MACHAKOS,79,KATHIANI,IND,INDEPENDENT,IND
508,KIOKO,JACKSON TEDDY,16,MACHAKOS,79,KATHIANI,27,JUBILEE PARTY,JP
509,KITELE,JOHNBOSCO KYULE,16,MACHAKOS,79,KATHIANI,32,SOCIAL DEMOCRATIC PARTY OF KENYA,SDP
510,MAKOLA,FRANKLIN MUSILA,16,MACHAKOS,79,KATHIANI,67,MAENDELEO CHAP CHAP PARTY,MCCP
511,MBUI,ROBERT,16,MACHAKOS,79,KATHIANI,12,WIPER DEMOCRATIC MOVEMENT- KENYA,WDM-K
512,MUNYAO,MATHEW MUTUA,16,MACHAKOS,79,KATHIANI,IND,INDEPENDENT,IND
513,KILONZO,PHILIP MUTUA,16,MACHAKOS,80,MAVOKO,67,MAENDELEO CHAP CHAP PARTY,MCCP
514,KING'OLA,PATRICK MAKAU,16,MACHAKOS,80,MAVOKO,12,WIPER DEMOCRATIC MOVEMENT- KENYA,WDM-K
515,KYAIWA,JACQUELINE MUTINDI,16,MACHAKOS,80,MAVOKO,IND,INDEPENDENT,IND
516,MUTUA,MUTUKU MICHAEL,16,MACHAKOS,80,MAVOKO,21,ORANGE DEMOCRATIC MOVEMENT,ODM
517,NDILE,RICHARD N KALEMBE,16,MACHAKOS,80,MAVOKO,27,JUBILEE PARTY,JP
518,WAMAE,JUSTINA WANGUI,16,MACHAKOS,80,MAVOKO,IND,INDEPENDENT,IND
519,KIILU,JOEL MUSEMBI,16,MACHAKOS,81,MACHAKOS TOWN,67,MAENDELEO CHAP CHAP PARTY,MCCP
520,MUNYAKA,VICTOR KIOKO,16,MACHAKOS,81,MACHAKOS TOWN,27,JUBILEE PARTY,JP
521,MUTISO,PHILIP MUSYOKA,16,MACHAKOS,81,MACHAKOS TOWN,62,AMANI NATIONAL CONGRESS,ANC
522,MUTISYA,ALBANUS PAUL,16,MACHAKOS,81,MACHAKOS TOWN,12,WIPER DEMOCRATIC MOVEMENT- KENYA,WDM-K
523,NDAMBUKI,ROBERT MBITHI JAMES,16,MACHAKOS,81,MACHAKOS TOWN,IND,INDEPENDENT,IND
524,NDETO,FESTUS MUTHEMBWA,16,MACHAKOS,81,MACHAKOS TOWN,7,PARTY OF INDEPENDENT CANDIDATES OF KENYA,PICK
525,MULONZI,GEORGE,16,MACHAKOS,82,MWALA,23,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,FORD-KENYA
526,MUOKI,DANIEL MUTUA,16,MACHAKOS,82,MWALA,12,WIPER DEMOCRATIC MOVEMENT- KENYA,WDM-K
527,MUSAU,VINCENT MUSYOKA,16,MACHAKOS,82,MWALA,67,MAENDELEO CHAP CHAP PARTY,MCCP
528,MUTHWII,SAMSON MBINDYO,16,MACHAKOS,82,MWALA,29,NATIONAL RAINBOW COALITION,NARC
529,NGENGELE,URBANUS MUTUNGA MUTHAMA,16,MACHAKOS,82,MWALA,IND,INDEPENDENT,IND
530,NZEKI,JOSEPH KANYANGE,16,MACHAKOS,82,MWALA,27,JUBILEE PARTY,JP
531,KAVUTU,JAPHETH MUMINA,17,MAKUENI,83,MBOONI,54,CHAMA CHA MASHINANI,CCM
532,KIMEU,JUSTUS KITHUSI,17,MAKUENI,83,MBOONI,29,NATIONAL RAINBOW COALITION,NARC
533,KISOI,MICHAEL MANTHI,17,MAKUENI,83,MBOONI,27,JUBILEE PARTY,JP
534,KITHUKU,BENSON KIOKO,17,MAKUENI,83,MBOONI,50,MUUNGANO PARTY,MUUNGANO
535,MBIU,MARY MUTINGA,17,MAKUENI,83,MBOONI,12,WIPER DEMOCRATIC MOVEMENT- KENYA,WDM-K
536,MBOLOI,MARTIN T M,17,MAKUENI,83,MBOONI,IND,INDEPENDENT,IND
537,MBUVA,FESTUS KASYOKA,17,MAKUENI,83,MBOONI,IND,INDEPENDENT,IND
538,MUSYOKA,BEN MUSILA,17,MAKUENI,83,MBOONI,67,MAENDELEO CHAP CHAP PARTY,MCCP
539,MUTHEKE,JOHNSON WAMBUA,17,MAKUENI,83,MBOONI,41,UNITED DEMOCRATIC MOVEMENT,UDM
540,NZIOKA,ERASTUS KIVASU,17,MAKUENI,83,MBOONI,40,NEW DEMOCRATS,ND
541,KAMZEE,NDAVA DAVID,17,MAKUENI,84,KILOME,IND,INDEPENDENT,IND
542,KASIMU,JOHNSTONE PASCAL,17,MAKUENI,84,KILOME,44,PARTY OF DEMOCRATIC UNITY,PDU
543,KINYILI,SALOME SYOMWEU,17,MAKUENI,84,KILOME,IND,INDEPENDENT,IND
544,KIVUNGE,BENARD MUTHIANI,17,MAKUENI,84,KILOME,50,MUUNGANO PARTY,MUUNGANO
545,MUIA,REGINA NTHAMBI,17,MAKUENI,84,KILOME,27,JUBILEE PARTY,JP
546,MULI,CLEOPHUS MULWA,17,MAKUENI,84,KILOME,IND,INDEPENDENT,IND
547,NZAMBIA,THUDDEUS KITHUA,17,MAKUENI,84,KILOME,12,WIPER DEMOCRATIC MOVEMENT- KENYA,WDM-K
548,NZIOKA,GEORGE MUTUA,17,MAKUENI,84,KILOME,21,ORANGE DEMOCRATIC MOVEMENT,ODM
549,NZYUKO,SAMUEL KYALO,17,MAKUENI,84,KILOME,36,CHAMA CHA UZALENDO,CCU
550,KIIO,CHRISTINE NDUNGWA,17,MAKUENI,85,KAITI,IND,INDEPENDENT,IND
551,KILONZO,PETER KAVOO,17,MAKUENI,85,KAITI,29,NATIONAL RAINBOW COALITION,NARC
552,KIMILU,JOSHUA KIVINDA,17,MAKUENI,85,KAITI,12,WIPER DEMOCRATIC MOVEMENT- KENYA,WDM-K
553,KIOKO,JOSEPH,17,MAKUENI,85,KAITI,66,PEOPLES TRUST PARTY,PTP
554,KISAULU,JUSTUS MULINGE,17,MAKUENI,85,KAITI,21,ORANGE DEMOCRATIC MOVEMENT,ODM
555,KOINANGE,ANTHONY,17,MAKUENI,85,KAITI,34,SAFINA,SAFINA
556,MAINGI,GABRIEL MUSIU,17,MAKUENI,85,KAITI,1,NATIONAL RAINBOW COALITION- KENYA,NARC-KENYA
557,MAKENGA,RICHARD KATEMI,17,MAKUENI,85,KAITI,27,JUBILEE PARTY,JP
558,MANGOKA,JAPHETH MUSYOKA,17,MAKUENI,85,KAITI,40,NEW DEMOCRATS,ND
559,KIAMBA,SUZANNE NDUNGE,17,MAKUENI,86,MAKUENI,50,MUUNGANO PARTY,MUUNGANO
560,KIILU,PETER L N,17,MAKUENI,86,MAKUENI,27,JUBILEE PARTY,JP
561,MAANZO,DANIEL KITONGA,17,MAKUENI,86,MAKUENI,12,WIPER DEMOCRATIC MOVEMENT- KENYA,WDM-K
562,MUNYASYA,TOM LUUSA,17,MAKUENI,86,MAKUENI,21,ORANGE DEMOCRATIC MOVEMENT,ODM
563,MUTUA,JOSEPHAT MUSOMA,17,MAKUENI,86,MAKUENI,IND,INDEPENDENT,IND
564,NZAVI,HARRISMUS KITHOME,17,MAKUENI,86,MAKUENI,IND,INDEPENDENT,IND
565,NZUVE,ANTHONY NGANDA,17,MAKUENI,86,MAKUENI,IND,INDEPENDENT,IND
566,MBALUKA,JAMES KIMANTHI,17,MAKUENI,87,KIBWEZI WEST,12,WIPER DEMOCRATIC MOVEMENT- KENYA,WDM-K
567,MUSIMBA,PATRICK MWEU,17,MAKUENI,87,KIBWEZI WEST,IND,INDEPENDENT,IND
568,MUTUA,SETH KAKUSYE,17,MAKUENI,87,KIBWEZI WEST,21,ORANGE DEMOCRATIC MOVEMENT,ODM
569,MWANDIKU,CAROLINE MWELU,17,MAKUENI,87,KIBWEZI WEST,27,JUBILEE PARTY,JP
570,KALOKI,PHILIP KYALO KITUTI,17,MAKUENI,88,KIBWEZI EAST,27,JUBILEE PARTY,JP
571,MBALU,JESSICA NDUKU KIKO,17,MAKUENI,88,KIBWEZI EAST,12,WIPER DEMOCRATIC MOVEMENT- KENYA,WDM-K
572,MUIA,KATUMO,17,MAKUENI,88,KIBWEZI EAST,IND,INDEPENDENT,IND
573,MUKAI,JOHN KIMEU,17,MAKUENI,88,KIBWEZI EAST,33,KENYA AFRICAN NATIONAL UNION,KANU
574,MWILU,NICHOLAS KITONGA,17,MAKUENI,88,KIBWEZI EAST,50,MUUNGANO PARTY,MUUNGANO
575,MBUGUA,JAMES GITHINJI,18,NYANDARUA,89,KINANGOP,IND,INDEPENDENT,IND
576,MUGO,AMOS CHEGE,18,NYANDARUA,89,KINANGOP,IND,INDEPENDENT,IND
577,THUKU,ZACHARY KWENYA,18,NYANDARUA,89,KINANGOP,27,JUBILEE PARTY,JP
578,WAMBUGU,SIMON NJUGUNA,18,NYANDARUA,89,KINANGOP,IND,INDEPENDENT,IND
579,KAJESEE,JOSEPH KAMOCHU KAMWANA CHEGE,18,NYANDARUA,90,KIPIPIRI,IND,INDEPENDENT,IND
580,KAMAU,JOHN NJENGA,18,NYANDARUA,90,KIPIPIRI,IND,INDEPENDENT,IND
581,KIMUNYAH,AMOS MUHINGA,18,NYANDARUA,90,KIPIPIRI,27,JUBILEE PARTY,JP
582,NJOROGE,RAPHAEL NJUI,18,NYANDARUA,90,KIPIPIRI,IND,INDEPENDENT,IND
583,KANURI,GEORGE WAMBUGU,18,NYANDARUA,91,OL KALOU,IND,INDEPENDENT,IND
584,KIARAHO,DAVID NJUGUNA,18,NYANDARUA,91,OL KALOU,27,JUBILEE PARTY,JP
585,GATEHI,JOHN NJENGA,18,NYANDARUA,92,OL JOROK,67,MAENDELEO CHAP CHAP PARTY,MCCP
586,MUCHIRA,MICHAEL MWANGI,18,NYANDARUA,92,OL JOROK,27,JUBILEE PARTY,JP
587,WAIGANJO,JOHN MURIITHI,18,NYANDARUA,92,OL JOROK,IND,INDEPENDENT,IND
588,WANJIKU,WILLIAM NJUGUNA,18,NYANDARUA,92,OL JOROK,14,PARTY OF NATIONAL UNITY,PNU
589,GACHAGUA,GEORGE N,18,NYANDARUA,93,NDARAGWA,IND,INDEPENDENT,IND
590,KIONI,JEREMIAH NG'AYU,18,NYANDARUA,93,NDARAGWA,27,JUBILEE PARTY,JP
591,NDERITU,FRANCIS WAWERU,18,NYANDARUA,93,NDARAGWA,IND,INDEPENDENT,IND
592,THAIRU,CYRUS MWANIKI,18,NYANDARUA,93,NDARAGWA,67,MAENDELEO CHAP CHAP PARTY,MCCP
593,WACHIRA,CHARLES NDUNG'U,18,NYANDARUA,93,NDARAGWA,IND,INDEPENDENT,IND
594,GETHENJI,JAMES NDUNGU,19,NYERI,94,TETU,IND,INDEPENDENT,IND
595,GITONGA,ALEX GATHII,19,NYERI,94,TETU,IND,INDEPENDENT,IND
596,KAMWARO,ANTHONY KARIUKI,19,NYERI,94,TETU,67,MAENDELEO CHAP CHAP PARTY,MCCP
597,KANYI,ANNE NYAMBURA,19,NYERI,94,TETU,IND,INDEPENDENT,IND
598,KANYIRA,MOSES MWANGI,19,NYERI,94,TETU,47,FARMERS PARTY,FP
599,KIHORO,GERALD NDIRANGU,19,NYERI,94,TETU,1,NATIONAL RAINBOW COALITION- KENYA,NARC-KENYA
600,KIRAGU,JOHN WARUTERE,19,NYERI,94,TETU,IND,INDEPENDENT,IND
601,MAINA,EDWARD WAITHAKA,19,NYERI,94,TETU,40,NEW DEMOCRATS,ND
602,MUTHUMBI,JOHNSON MUKUNYA,19,NYERI,94,TETU,14,PARTY OF NATIONAL UNITY,PNU
603,MWANGI,JAMES GICHUHI,19,NYERI,94,TETU,27,JUBILEE PARTY,JP
604,MWANIKI,DAVID THUKU,19,NYERI,94,TETU,IND,INDEPENDENT,IND
605,NGUNYANGI,TIMOTHY GACHANJA,19,NYERI,94,TETU,13,DEMOCRATIC PARTY OF KENYA,DP
606,RUNO,PETER KIMANI,19,NYERI,94,TETU,IND,INDEPENDENT,IND
607,WACHIRA,LUTHERKING GITHIGARO,19,NYERI,94,TETU,IND,INDEPENDENT,IND
608,WAICHERE,PAUL KAMAU,19,NYERI,94,TETU,IND,INDEPENDENT,IND
609,WAWERU,DAVID KARIUKI,19,NYERI,94,TETU,10,MAZINGIRA GREENS PARTY OF KENYA,MGPK
610,KEGA,MATHENGE JAMES KANINI,19,NYERI,95,KIENI,27,JUBILEE PARTY,JP
611,MAINA,MUCHIRI KIUMA,19,NYERI,95,KIENI,22,PEOPLES PARTY OF KENYA,PPK
612,MUCHIRE,KIRIUNGI STEPHEN,19,NYERI,95,KIENI,IND,INDEPENDENT,IND
613,MUKUNDI,SAMUEL NDERI,19,NYERI,95,KIENI,13,DEMOCRATIC PARTY OF KENYA,DP
614,MURIUKI,PETER MAINA,19,NYERI,95,KIENI,IND,INDEPENDENT,IND
615,NGURING'A,ISHMAEL MURIITHI,19,NYERI,95,KIENI,33,KENYA AFRICAN NATIONAL UNION,KANU
616,NJOROGE,JOSEPH WAINAINA,19,NYERI,95,KIENI,IND,INDEPENDENT,IND
617,WANJOHI,KINYUA FRANCIS,19,NYERI,95,KIENI,67,MAENDELEO CHAP CHAP PARTY,MCCP
618,WARUGONGO,NEMESYUS,19,NYERI,95,KIENI,IND,INDEPENDENT,IND
619,GACHAGUA,RIGATHI,19,NYERI,96,MATHIRA,27,JUBILEE PARTY,JP
620,KINYUA,PETER WERU,19,NYERI,96,MATHIRA,IND,INDEPENDENT,IND
621,KIRUTA,CHRISTOPHER MAINA,19,NYERI,96,MATHIRA,21,ORANGE DEMOCRATIC MOVEMENT,ODM
622,MARANGA,PHYLLIS CHRISTABEL WAMBURA,19,NYERI,96,MATHIRA,IND,INDEPENDENT,IND
623,MURAGE,NANCY WANJIKU,19,NYERI,96,MATHIRA,13,DEMOCRATIC PARTY OF KENYA,DP
624,THINWA,GEORGE WARUTERE,19,NYERI,96,MATHIRA,1,NATIONAL RAINBOW COALITION- KENYA,NARC-KENYA
625,THUKU,PHENASIO WANG'OMBE,19,NYERI,96,MATHIRA,IND,INDEPENDENT,IND
626,WANJOHI,NAPHTALY MURIUKI,19,NYERI,96,MATHIRA,IND,INDEPENDENT,IND
627,GAKU,JOSEPH MINJIRE,19,NYERI,97,OTHAYA,17,AGANO PARTY,AGANO
628,IRERI,ZACHARY WAWERU,19,NYERI,97,OTHAYA,67,MAENDELEO CHAP CHAP PARTY,MCCP
629,KING'ARA,PETER GICHUKI,19,NYERI,97,OTHAYA,13,DEMOCRATIC PARTY OF KENYA,DP
630,MUGAMBI,JAMES GICHUKI,19,NYERI,97,OTHAYA,27,JUBILEE PARTY,JP
631,MWANGI,EMILIO KIBUI,19,NYERI,97,OTHAYA,1,NATIONAL RAINBOW COALITION- KENYA,NARC-KENYA
632,WAINAINA,MICHAEL WAMBUGU,19,NYERI,97,OTHAYA,IND,INDEPENDENT,IND
633,WAITITU,DAVID KIMENGERE,19,NYERI,97,OTHAYA,IND,INDEPENDENT,IND
634,WANYANGA,CECILIA WAMBUI,19,NYERI,97,OTHAYA,IND,INDEPENDENT,IND
635,KABANDO,KABANDO WA,19,NYERI,98,MUKURWEINI,IND,INDEPENDENT,IND
636,KAMAU,JULIUS WAMBUGU,19,NYERI,98,MUKURWEINI,67,MAENDELEO CHAP CHAP PARTY,MCCP
637,KAMURUCI,BENJAMIN KABURI,19,NYERI,98,MUKURWEINI,14,PARTY OF NATIONAL UNITY,PNU
638,KIAI,ANTHONY GITHIAKA,19,NYERI,98,MUKURWEINI,27,JUBILEE PARTY,JP
639,KIMUNYI,PAUL MIMANO,19,NYERI,98,MUKURWEINI,IND,INDEPENDENT,IND
640,NGARI,ROBERT NJOROGE,19,NYERI,98,MUKURWEINI,13,DEMOCRATIC PARTY OF KENYA,DP
641,PETER,NDAGITARI KARIMI NDIRANGU,19,NYERI,98,MUKURWEINI,1,NATIONAL RAINBOW COALITION- KENYA,NARC-KENYA
642,WAROE,DAVID MWANGI KINANIRI,19,NYERI,98,MUKURWEINI,IND,INDEPENDENT,IND
643,GACHEMA,GIDEON GICHUKI,19,NYERI,99,NYERI TOWN,2,THE NATIONAL VISION PARTY,NVP
644,GITHINJI,BRIAN MUTEMBEI,19,NYERI,99,NYERI TOWN,1,NATIONAL RAINBOW COALITION- KENYA,NARC-KENYA
645,KIHORO,WANYIRI,19,NYERI,99,NYERI TOWN,IND,INDEPENDENT,IND
646,MATHENGE,DUNCAN MAINA,19,NYERI,99,NYERI TOWN,IND,INDEPENDENT,IND
647,MUTITU,PATRICK KARIGU,19,NYERI,99,NYERI TOWN,13,DEMOCRATIC PARTY OF KENYA,DP
648,NGATIA,PATRICK KIBOI,19,NYERI,99,NYERI TOWN,IND,INDEPENDENT,IND
649,NJAMA,TIMOTHY KIRAGU,19,NYERI,99,NYERI TOWN,IND,INDEPENDENT,IND
650,NJERI,JOSEPH MAINA,19,NYERI,99,NYERI TOWN,17,AGANO PARTY,AGANO
651,WAMBUGU,MARTIN DERIC NGUNJIRI,19,NYERI,99,NYERI TOWN,27,JUBILEE PARTY,JP
652,WANYOIKE,JOSPHINE KAGURE,19,NYERI,99,NYERI TOWN,33,KENYA AFRICAN NATIONAL UNION,KANU
653,GITAU,PETER NJUGUNA,20,KIRINYAGA,100,MWEA,IND,INDEPENDENT,IND
654,MAINA,JOSEPH MUREITHI,20,KIRINYAGA,100,MWEA,67,MAENDELEO CHAP CHAP PARTY,MCCP
655,MUCHOKI,FRANCIS NJENGA,20,KIRINYAGA,100,MWEA,1,NATIONAL RAINBOW COALITION- KENYA,NARC-KENYA
656,NYAMBURA,LYDIA MUKAMI,20,KIRINYAGA,100,MWEA,IND,INDEPENDENT,IND
657,WACHIRA,JOSPHAT KABINGA,20,KIRINYAGA,100,MWEA,27,JUBILEE PARTY,JP
658,GITHINJI,ROBERT GICHIMU,20,KIRINYAGA,101,GICHUGU,27,JUBILEE PARTY,JP
659,NGURE,DOMINIC NDWIGA,20,KIRINYAGA,101,GICHUGU,14,PARTY OF NATIONAL UNITY,PNU
660,NJOGU,ANDREW BUNDI,20,KIRINYAGA,101,GICHUGU,IND,INDEPENDENT,IND
661,GK,GEORGE MACHARIA KARIUKI,20,KIRINYAGA,102,NDIA,27,JUBILEE PARTY,JP
662,MIGWI,MIGWI PHILIP,20,KIRINYAGA,102,NDIA,IND,INDEPENDENT,IND
663,MURIMI,JULIUS MUTETI,20,KIRINYAGA,102,NDIA,1,NATIONAL RAINBOW COALITION- KENYA,NARC-KENYA
664,MUTUGI,JOHN IRUNGU GOKO,20,KIRINYAGA,102,NDIA,67,MAENDELEO CHAP CHAP PARTY,MCCP
665,WANJAU,CHRISTOPHER KINYUA,20,KIRINYAGA,102,NDIA,IND,INDEPENDENT,IND
666,WASUSANA,JOHN MITHAMO,20,KIRINYAGA,102,NDIA,IND,INDEPENDENT,IND
667,KIBARA,JOSEPH MURIU,20,KIRINYAGA,103,KIRINYAGA CENTRAL,67,MAENDELEO CHAP CHAP PARTY,MCCP
668,MURIUKI,LAWRENCE KAMANDA,20,KIRINYAGA,103,KIRINYAGA CENTRAL,IND,INDEPENDENT,IND
669,MWAI,JOHN KABUI J,20,KIRINYAGA,103,KIRINYAGA CENTRAL,IND,INDEPENDENT,IND
670,NGUNJIRI,DICKSON MURIGU,20,KIRINYAGA,103,KIRINYAGA CENTRAL,5,CHAMA MWANGAZA DAIMA,CMD
671,WAMBUGU,JOHN MUNENE,20,KIRINYAGA,103,KIRINYAGA CENTRAL,27,JUBILEE PARTY,JP
672,WANJOHI,FRANCIS MACHARIA,20,KIRINYAGA,103,KIRINYAGA CENTRAL,1,NATIONAL RAINBOW COALITION- KENYA,NARC-KENYA
673,GACHUCHA,KEPHAR KURIA,21,MURANG'A,104,KANGEMA,IND,INDEPENDENT,IND
674,KIGANO,CLEMENT MUTURI,21,MURANG'A,104,KANGEMA,27,JUBILEE PARTY,JP
675,MUCHERU,JOHN NJOROGE,21,MURANG'A,104,KANGEMA,1,NATIONAL RAINBOW COALITION- KENYA,NARC-KENYA
676,MWANGI,SAMUEL GITHAIGA,21,MURANG'A,104,KANGEMA,67,MAENDELEO CHAP CHAP PARTY,MCCP
677,WAITHAKA,EDWARED WAIRAGU,21,MURANG'A,104,KANGEMA,IND,INDEPENDENT,IND
678,GICHUKI,EDWIN MUGO,21,MURANG'A,105,MATHIOYA,IND,INDEPENDENT,IND
679,KIHARA,PETER KIMARI,21,MURANG'A,105,MATHIOYA,27,JUBILEE PARTY,JP
680,MAINA,SAMUEL MWANIKI,21,MURANG'A,105,MATHIOYA,IND,INDEPENDENT,IND
681,NJUGUNA,BENSON PHILIP GATU,21,MURANG'A,105,MATHIOYA,67,MAENDELEO CHAP CHAP PARTY,MCCP
682,MBURU,KARANJA,21,MURANG'A,106,KIHARU,IND,INDEPENDENT,IND
683,MUTURI,KIAMA,21,MURANG'A,106,KIHARU,IND,INDEPENDENT,IND
684,NYORO,SAMSON NDINDI,21,MURANG'A,106,KIHARU,27,JUBILEE PARTY,JP
685,KAMAU,PAUL MWANGI,21,MURANG'A,107,KIGUMO,IND,INDEPENDENT,IND
686,KAMAU,SAMMY MWEHA,21,MURANG'A,107,KIGUMO,10,MAZINGIRA GREENS PARTY OF KENYA,MGPK
687,KARANJA,JACOB WANYOIKE,21,MURANG'A,107,KIGUMO,IND,INDEPENDENT,IND
